no.,menu_makanan,bahan_makanan,air (ml),energi (kal),protein,lemak_total,karbohidrat,serat,kalsium,fosfor,zat_besi,natrium,kalium,tembaga,seng,vit_c,price (100 gr),rasa,meal_time,kategori_gizi
838,Roti Putih Kue Gelang,"Roti putih, Kue gelang",23.6,348,6900,8800,59900.0,4600,49,91.0,1.5,265,65.0,0.13,0.8,0.0,4000,manis,breakfast,mineral tinggi
839,Mi Basah Kue Jahe,"Mi basah, Kue jahe",21.9,256,1100,5900,49300.0,100,14,13.0,6.8,63,13.5,0.06,0.4,0.0,3500,manis,"breakfast, dinner, lunch",makronutrien tinggi
840,Bubur Tinotuan Kue Kelapa,"Bubur tinotuan, Kue kelapa",42.2,368,4800,21200,36600.0,4100,41,20.0,0.4,486,164.0,0.3,0.4,8.0,4000,manis,breakfast,vitamin C tinggi
841,Nasi Tim Kue Koa,"Nasi tim, Kue koa",27.8,227,3600,300,52600.0,500,3,7.0,0.4,0,23.9,0.1,0.4,0.0,3500,manis,"breakfast, dinner, lunch",makronutrien tinggi
842,Makaroni Kue Ku Temu,"Makaroni, Kue ku temu",28.9,284,6100,300,64099.99999999999,2700,10,40.0,0.3,5,12.0,0.21,1.1,0.0,4000,manis,breakfast,makronutrien tinggi
843,Roti Putih Kue Lumpur,"Roti putih, Kue lumpur",40.1,270,5800,6200,47100.0,4600,49,91.0,1.5,265,65.0,0.13,0.8,0.0,4000,manis,breakfast,mineral tinggi
844,Mi Basah Kue Pelita,"Mi basah, Kue pelita",75.5,121,3500,4400,15800.0,100,14,13.0,6.8,63,13.5,0.06,0.4,0.0,3500,manis,"breakfast, dinner, lunch",gizi sedang/rendah
845,Bubur Tinotuan Kue Putu Cangkir,"Bubur tinotuan, Kue putu cangkir",56.8,204,3700,3600,34500.0,4100,41,20.0,0.4,486,164.0,0.3,0.4,8.0,4000,manis,breakfast,vitamin C tinggi
846,Nasi Jagung Ayam Goreng,"Nasi, Jagung muda rebus, Ayam goreng",52.3,200,8000,5000,32000.0,500,22,50.0,0.8,10,35.0,0.12,0.7,0.0,6500,gurih,"dinner, lunch",makronutrien tinggi
847,Bubur Tinotuan Telur Rebus,"Bubur tinotuan, Telur ayam kampung",76.0,170,7000,4000,16000.0,4200,45,60.0,0.8,25,50.0,0.15,0.7,8.0,6000,gurih,breakfast,vitamin C tinggi
848,Makaroni Kornet Sapi,"Makaroni, Kornet sapi",32.4,321,12400,12700,39400.0,2500,15,80.0,1.3,5,0.0,0.28,1.4,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
849,Roti Putih Isi Abon Sapi,"Roti putih, Abon sapi",32.4,303,11300,8600,47300.0,5800,87,115.0,5.0,530,91.0,0.15,1.0,0.0,8000,gurih,breakfast,mineral tinggi
850,Mi Basah Sosis Sapi,"Mi basah, Sosis daging sapi",58.8,268,7600,22800,8200.0,100,21,37.0,3.9,414,48.0,0.09,1.1,0.0,8000,gurih,"dinner, lunch",mineral tinggi
851,Bubur Kentang Ayam Suwir,"Bubur tinotuan, Kentang, Ayam goreng",75.0,160,7000,3000,18000.0,4000,40,55.0,0.7,12,40.0,0.13,0.6,7.0,6000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
852,Nasi Tim Telur Dadar,"Nasi tim, Telur dadar ayam",66.5,180,7000,6000,26000.0,500,22,40.0,0.6,5,30.0,0.12,0.7,0.0,6000,gurih,"dinner, lunch",gizi sedang/rendah
853,Martabak Mi Kornet,"Mi basah, Kornet sapi",66.5,189,8300,14200,7000.0,100,12,91.0,5.4,428,53.0,0.07,2.2,0.0,7000,gurih,"dinner, lunch",mineral tinggi
854,Pastel Isi Ayam,"Pastel, Ayam goreng",44.4,295,8000,13000,42000.0,500,60,100.0,2.0,150,50.0,0.1,1.0,0.0,8000,gurih,"dinner, lunch",mineral tinggi
855,Nasi Rames Dendeng Sapi,"Nasi rames, Dendeng sapi",45.0,240,15000,5000,29000.0,500,30,70.0,1.0,40,40.0,0.1,1.0,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
856,Lontong Sayur Labu Siam,"Lontong, Labu siam, Santan",65.0,160,3000,6000,27000.0,1200,22,40.0,0.7,10,50.0,0.12,0.5,7.0,6000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
857,Bubur Ubi Jalar Kacang Hijau,"Bubur tinotuan, Ubi jalar, Kacang hijau",80.0,150,4000,500,20000.0,3000,35,50.0,0.7,15,40.0,0.1,0.5,10.0,6000,manis,breakfast,vitamin C tinggi
858,Roti Panggang Keju,"Roti putih, Keju",38.0,320,10000,10000,48000.0,5000,80,120.0,6.0,610,100.0,0.15,1.2,0.0,9000,gurih,breakfast,mineral tinggi
859,Mi Goreng Telur Asin,"Mi kering, Telur asin",40.0,350,13000,8000,60000.0,1000,40,120.0,2.0,100,60.0,0.1,1.0,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
860,Nasi Liwet Ikan Asin,"Nasi, Ikan asin, Santan",55.0,210,7000,7000,35000.0,400,30,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
861,Bubur Sumsum Gula Merah,"Bubur sumsum, Gula merah",75.0,140,3000,1000,28000.0,700,20,40.0,0.6,10,30.0,0.1,0.5,0.0,5000,manis,breakfast,gizi sedang/rendah
862,Nasi Uduk Telur Balado,"Nasi uduk, Telur ayam kampung",60.0,220,7000,9000,32000.0,500,25,50.0,0.9,12,40.0,0.13,0.6,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
863,Makaroni Panggang Daging Sapi,"Makaroni, Daging sapi asap",30.0,250,15000,8000,32000.0,2000,25,70.0,1.2,15,40.0,0.15,0.8,0.0,9000,gurih,"dinner, lunch",makronutrien tinggi
864,Roti Lapis Selai Kacang,"Roti putih, Selai kacang",35.0,310,8000,12000,45000.0,5000,70,100.0,2.0,60,40.0,0.1,0.8,0.0,8000,manis,breakfast,makronutrien tinggi
865,Mi Rebus Sayur Bayam,"Mi basah, Bayam, Wortel",80.0,100,5000,2000,18000.0,1500,40,60.0,1.0,10,30.0,0.1,0.7,8.0,6000,gurih,"dinner, lunch",vitamin C tinggi
866,Bubur Ayam Kampung,"Bubur tinotuan, Ayam goreng",80.0,160,8000,2000,22000.0,3000,35,50.0,0.8,12,40.0,0.13,0.7,0.0,7000,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
867,Nasi Kuning Ayam Suwir,"Nasi kuning, Ayam goreng",60.0,220,9000,6000,34000.0,500,28,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
868,Roti Panggang Coklat Keju,"Roti putih, Coklat, Keju",38.0,350,8000,14000,45000.0,5000,80,120.0,6.0,610,100.0,0.15,1.2,0.0,9000,manis,breakfast,mineral tinggi
869,Mi Goreng Bakso Sapi,"Mi kering, Bakso sapi",40.0,320,13000,8000,54000.0,1000,40,120.0,2.0,100,60.0,0.1,1.0,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
870,Bubur Kacang Hijau Roti Tawar,"Bubur kacang hijau, Roti putih",70.0,180,6000,2000,32000.0,3000,30,50.0,0.8,15,40.0,0.1,0.7,8.0,6000,manis,breakfast,vitamin C tinggi
871,Nasi Goreng Kornet Sapi,"Nasi, Kornet sapi",53.0,220,8000,8000,37000.0,400,28,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
872,Roti Tawar Selai Stroberi,"Roti putih, Selai stroberi",40.0,260,6000,2000,50000.0,5000,60,100.0,2.0,50,40.0,0.1,0.8,0.0,7000,manis,breakfast,makronutrien tinggi
873,Makaroni Sayur Brokoli,"Makaroni, Brokoli, Wortel",40.0,180,6000,2000,34000.0,2000,30,60.0,1.0,10,40.0,0.1,0.7,8.0,6000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
874,Nasi Uduk Tempe Goreng,"Nasi uduk, Tempe goreng",60.0,210,8000,7000,32000.0,500,25,50.0,0.9,12,40.0,0.13,0.6,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
875,Bubur Sagu Mutiara,"Bubur sagu, Mutiara sagu",75.0,160,2000,500,36000.0,700,20,40.0,0.6,10,30.0,0.1,0.5,0.0,5000,manis,breakfast,makronutrien tinggi
876,Mi Rebus Bakso Ayam,"Mi basah, Bakso ayam",80.0,120,6000,2000,18000.0,1500,40,60.0,1.0,10,30.0,0.1,0.7,8.0,6000,gurih,"dinner, lunch",vitamin C tinggi
877,Roti Panggang Sosis Sapi,"Roti putih, Sosis daging sapi",38.8,349,11300,21800,26200.0,5500,49,78.0,1.3,647,187.0,0.11,1.3,0.0,8000,gurih,"breakfast, dinner, lunch",mineral tinggi
878,Nasi Kuning Ikan Tongkol,"Nasi kuning, Ikan tongkol",60.0,220,11000,5000,34000.0,500,28,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
879,Bubur Ketan Hitam Santan,"Bubur ketan hitam, Santan",75.0,180,4000,5000,32000.0,2000,30,50.0,0.8,15,40.0,0.1,0.7,8.0,6000,manis,breakfast,vitamin C tinggi
880,Mi Goreng Ayam Suwir,"Mi kering, Ayam goreng",40.0,320,13000,8000,54000.0,1000,40,120.0,2.0,100,60.0,0.1,1.0,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
881,Roti Panggang Telur Dadar,"Roti putih, Telur dadar ayam",40.0,214,13600,7200,30000.0,4600,36,61.0,1.1,315,91.0,0.13,0.9,0.0,7000,gurih,breakfast,mineral tinggi
882,Nasi Uduk Sambal Goreng Kentang,"Nasi uduk, Sambal goreng kentang",60.0,210,5000,5000,35000.0,1000,25,50.0,0.9,12,40.0,0.13,0.6,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
883,Bubur Ayam Suwir Telur Puyuh,"Bubur tinotuan, Ayam goreng, Telur puyuh",80.0,170,9000,3000,22000.0,3000,35,50.0,0.8,12,40.0,0.13,0.7,0.0,7500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
884,Nasi Goreng Sayur,"Nasi, Wortel, Buncis, Kol",55.0,180,5000,3000,35000.0,1500,30,60.0,1.0,10,40.0,0.13,0.7,0.0,6000,gurih,"dinner, lunch",makronutrien tinggi
885,Roti Panggang Selai Nanas,"Roti putih, Selai nanas",40.0,260,6000,2000,50000.0,5000,60,100.0,2.0,50,40.0,0.1,0.8,0.0,7000,manis,breakfast,makronutrien tinggi
886,Makaroni Telur Puyuh,"Makaroni, Telur burung puyuh",40.0,200,8000,4000,34000.0,2000,30,60.0,1.0,10,40.0,0.1,0.7,8.0,6500,gurih,"breakfast, dinner, lunch",vitamin C tinggi
887,Nasi Uduk Ayam Bakar,"Nasi uduk, Ayam bakar",60.0,230,10000,7000,32000.0,500,25,50.0,0.9,12,40.0,0.13,0.6,0.0,7500,gurih,"dinner, lunch",makronutrien tinggi
888,Nasi Jagung Suwir Ayam,"Nasi, Jagung muda rebus, Ayam goreng",53.0,190,7000,3500,32000.0,500,20,50.0,0.7,10,35.0,0.13,0.7,0.0,6500,gurih,"dinner, lunch",makronutrien tinggi
889,Bubur Kentang Telur Rebus,"Bubur tinotuan, Kentang, Telur ayam",78.0,150,6000,2500,17000.0,3800,40,55.0,0.7,12,40.0,0.12,0.6,6.0,6000,gurih,breakfast,vitamin C tinggi
890,Makaroni Sosis Sapi,"Makaroni, Sosis daging sapi",24.7,400,11600,21300,44500.0,2500,24,71.0,1.2,385,40.0,0.17,1.2,0.0,8000,gurih,"dinner, lunch",mineral tinggi
891,Roti Panggang Coklat,"Roti putih, Coklat",40.0,310,6000,8000,48000.0,5000,60,100.0,2.0,60,40.0,0.1,0.8,0.0,9000,manis,breakfast,makronutrien tinggi
892,Mi Goreng Kornet Sapi,"Mi kering, Kornet sapi",31.8,314,13000,13300,45000.0,400,21,100.0,2.0,380,50.0,0.13,1.2,0.0,8000,gurih,"dinner, lunch",mineral tinggi
893,Bubur Ubi Jalar Kacang Hijau,"Bubur tinotuan, Ubi jalar, Kacang hijau",80.0,150,4000,500,20000.0,3000,35,50.0,0.7,15,40.0,0.1,0.5,10.0,6000,manis,breakfast,vitamin C tinggi
894,Nasi Uduk Telur Dadar,"Nasi uduk, Telur ayam kampung",60.0,210,6000,8000,32000.0,500,25,50.0,0.8,12,40.0,0.13,0.6,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
895,Martabak Mi Sosis,"Mi basah, Sosis daging sapi",58.8,268,7600,22800,8200.0,100,21,37.0,3.9,414,48.0,0.09,1.1,0.0,8000,gurih,"dinner, lunch",mineral tinggi
896,Pastel Isi Telur,"Pastel, Telur ayam kampung",44.4,280,7000,13000,42000.0,500,60,100.0,2.0,150,50.0,0.1,1.0,0.0,8000,gurih,"dinner, lunch",mineral tinggi
897,Lontong Sayur Labu Siam,"Lontong, Labu siam, Santan",65.0,160,3000,6000,27000.0,1200,22,40.0,0.7,10,50.0,0.12,0.5,7.0,6000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
898,Bubur Ayam Suwir,"Bubur tinotuan, Ayam goreng",80.0,160,8000,2000,22000.0,3000,35,50.0,0.8,12,40.0,0.13,0.7,0.0,7000,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
899,Nasi Kuning Ayam Bakar,"Nasi kuning, Ayam goreng",60.0,220,9000,6000,34000.0,500,28,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
900,Roti Panggang Keju,"Roti putih, Keju",38.0,320,10000,10000,48000.0,5000,80,120.0,6.0,610,100.0,0.15,1.2,0.0,9000,gurih,breakfast,mineral tinggi
901,Mi Goreng Bakso Sapi,"Mi kering, Bakso sapi",40.0,320,13000,8000,54000.0,1000,40,120.0,2.0,100,60.0,0.1,1.0,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
902,Bubur Kacang Hijau Roti Tawar,"Bubur kacang hijau, Roti putih",70.0,180,6000,2000,32000.0,3000,30,50.0,0.8,15,40.0,0.1,0.7,8.0,6000,manis,breakfast,vitamin C tinggi
903,Nasi Goreng Kornet Sapi,"Nasi, Kornet sapi",53.0,220,8000,8000,37000.0,400,28,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
904,Roti Tawar Selai Stroberi,"Roti putih, Selai stroberi",40.0,260,6000,2000,50000.0,5000,60,100.0,2.0,50,40.0,0.1,0.8,0.0,7000,manis,breakfast,makronutrien tinggi
905,Makaroni Brokoli,"Makaroni, Brokoli, Wortel",40.0,180,6000,2000,34000.0,2000,30,60.0,1.0,10,40.0,0.1,0.7,8.0,6000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
906,Nasi Uduk Tempe Goreng,"Nasi uduk, Tempe goreng",60.0,210,8000,7000,32000.0,500,25,50.0,0.9,12,40.0,0.13,0.6,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
907,Bubur Sagu Mutiara,"Bubur sagu, Mutiara sagu",75.0,160,2000,500,36000.0,700,20,40.0,0.6,10,30.0,0.1,0.5,0.0,5000,manis,breakfast,makronutrien tinggi
908,Mi Rebus Bakso Ayam,"Mi basah, Bakso ayam",80.0,120,6000,2000,18000.0,1500,40,60.0,1.0,10,30.0,0.1,0.7,8.0,6000,gurih,"dinner, lunch",vitamin C tinggi
909,Roti Panggang Sosis Sapi,"Roti putih, Sosis daging sapi",38.8,349,11300,21800,26200.0,5500,49,78.0,1.3,647,187.0,0.11,1.3,0.0,8000,gurih,"breakfast, dinner, lunch",mineral tinggi
910,Nasi Kuning Ikan Tongkol,"Nasi kuning, Ikan tongkol",60.0,220,11000,5000,34000.0,500,28,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
911,Bubur Ketan Hitam Santan,"Bubur ketan hitam, Santan",75.0,180,4000,5000,32000.0,2000,30,50.0,0.8,15,40.0,0.1,0.7,8.0,6000,manis,breakfast,vitamin C tinggi
912,Mi Goreng Ayam Suwir,"Mi kering, Ayam goreng",40.0,320,13000,8000,54000.0,1000,40,120.0,2.0,100,60.0,0.1,1.0,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
913,Roti Panggang Telur Dadar,"Roti putih, Telur dadar ayam",40.0,214,13600,7200,30000.0,4600,36,61.0,1.1,315,91.0,0.13,0.9,0.0,7000,gurih,breakfast,mineral tinggi
914,Nasi Uduk Sambal Goreng Kentang,"Nasi uduk, Sambal goreng kentang",60.0,210,5000,5000,35000.0,1000,25,50.0,0.9,12,40.0,0.13,0.6,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
915,Bubur Ayam Suwir Telur Puyuh,"Bubur tinotuan, Ayam goreng, Telur puyuh",80.0,170,9000,3000,22000.0,3000,35,50.0,0.8,12,40.0,0.13,0.7,0.0,7500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
916,Nasi Goreng Sayur,"Nasi, Wortel, Buncis, Kol",55.0,180,5000,3000,35000.0,1500,30,60.0,1.0,10,40.0,0.13,0.7,0.0,6000,gurih,"dinner, lunch",makronutrien tinggi
917,Roti Panggang Selai Nanas,"Roti putih, Selai nanas",40.0,260,6000,2000,50000.0,5000,60,100.0,2.0,50,40.0,0.1,0.8,0.0,7000,manis,breakfast,makronutrien tinggi
918,Makaroni Telur Puyuh,"Makaroni, Telur burung puyuh",40.0,200,8000,4000,34000.0,2000,30,60.0,1.0,10,40.0,0.1,0.7,8.0,6500,gurih,"breakfast, dinner, lunch",vitamin C tinggi
919,Nasi Uduk Ayam Bakar,"Nasi uduk, Ayam bakar",60.0,230,10000,7000,32000.0,500,25,50.0,0.9,12,40.0,0.13,0.6,0.0,7500,gurih,"dinner, lunch",makronutrien tinggi
920,Nasi Goreng Telur Asin,"Nasi, Telur asin",56.7,210,8000,5000,36000.0,400,30,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
921,Bubur Sumsum Kacang Hijau,"Bubur sumsum, Kacang hijau",75.0,150,4000,1000,28000.0,700,20,40.0,0.6,10,30.0,0.1,0.5,0.0,5000,manis,breakfast,gizi sedang/rendah
922,Mi Goreng Sosis Ayam,"Mi kering, Sosis ayam",40.0,320,11000,10000,54000.0,1000,40,120.0,2.0,100,60.0,0.1,1.0,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
923,Roti Panggang Selai Kacang,"Roti putih, Selai kacang",35.0,310,8000,12000,45000.0,5000,70,100.0,2.0,60,40.0,0.1,0.8,0.0,8000,manis,breakfast,makronutrien tinggi
924,Nasi Kuning Abon Sapi,"Nasi kuning, Abon sapi",60.0,220,10000,6000,34000.0,500,28,60.0,1.0,10,40.0,0.13,0.7,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
925,Bubur Ayam Kacang Panjang,"Bubur tinotuan, Ayam goreng, Kacang panjang",80.0,160,8000,2000,22000.0,3000,35,50.0,0.8,12,40.0,0.13,0.7,0.0,7000,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
926,Mi Rebus Tahu Bakso,"Mi basah, Tahu, Bakso sapi",80.0,120,6000,2000,18000.0,1500,40,60.0,1.0,10,30.0,0.1,0.7,8.0,6000,gurih,"dinner, lunch",vitamin C tinggi
927,Roti Panggang Telur Mata Sapi,"Roti putih, Telur ayam kampung",40.0,214,13600,7200,30000.0,4600,36,61.0,1.1,315,91.0,0.13,0.9,0.0,7000,gurih,breakfast,mineral tinggi
928,Nasi Goreng Daging Sapi,"Nasi, Daging sapi asap",53.0,220,10000,8000,37000.0,400,28,60.0,1.0,10,40.0,0.13,0.7,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
929,Bubur Kacang Merah Santan,"Bubur kacang merah, Santan",75.0,180,4000,5000,32000.0,2000,30,50.0,0.8,15,40.0,0.1,0.7,8.0,6000,manis,breakfast,vitamin C tinggi
930,Nasi Jagung Ayam Suwir,"Nasi, Jagung muda rebus, Ayam goreng",54.0,190,7000,4000,32000.0,500,20,50.0,0.7,10,35.0,0.13,0.7,0.0,6500,gurih,"dinner, lunch",makronutrien tinggi
931,Nasi Jagung Rendang Sapi,"Nasi, Jagung muda rebus, Daging sapi",54.5,220,8500,7000,33000.0,500,25,60.0,1.0,12,38.0,0.13,0.7,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
932,Bubur Tinotuan Ayam Bakar,"Bubur tinotuan, Ayam goreng",80.0,170,9000,3000,18000.0,4200,42,54.0,0.8,15,44.0,0.12,0.7,8.0,7000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
933,Makaroni Telur Dadar,"Makaroni, Telur dadar ayam",26.8,250,10000,7000,46000.0,2500,22,65.0,0.9,22,50.0,0.14,0.9,0.0,7000,gurih,"breakfast, dinner, lunch",makronutrien tinggi
934,Roti Panggang Selai Kacang Coklat,"Roti putih, Selai kacang, Coklat",35.0,340,8000,14000,46000.0,5000,70,110.0,2.0,60,41.0,0.11,0.9,0.0,9000,manis,breakfast,makronutrien tinggi
935,Mi Kering Ayam Kecap,"Mi kering, Ayam goreng, Kecap manis",28.0,330,12000,6000,55000.0,500,33,100.0,1.1,70,42.0,0.13,0.8,0.0,7500,gurih,"dinner, lunch",makronutrien tinggi
936,Bubur Ubi Jalar Kacang Merah,"Bubur tinotuan, Ubi jalar, Kacang merah",80.0,160,4500,700,21000.0,3200,36,52.0,0.8,16,41.0,0.1,0.6,10.0,6000,manis,breakfast,vitamin C tinggi
937,Nasi Uduk Sate Ayam,"Nasi uduk, Sate ayam goreng",60.0,230,12000,8000,32000.0,500,27,54.0,0.9,15,41.0,0.13,0.7,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
938,Martabak Mi Telur Puyuh,"Mi basah, Telur burung puyuh",65.0,210,9000,6000,15000.0,200,22,40.0,1.0,70,30.0,0.1,0.6,0.0,7000,gurih,"dinner, lunch",gizi sedang/rendah
939,Pastel Isi Sosis,"Pastel, Sosis daging sapi",44.0,320,10000,16000,41000.0,500,62,110.0,2.1,155,52.0,0.11,1.1,0.0,9000,gurih,"dinner, lunch",mineral tinggi
940,Lontong Ayam Kuning,"Lontong, Ayam goreng, Kuah kuning",65.0,170,7000,6000,28000.0,1200,23,42.0,0.8,11,51.0,0.12,0.6,7.0,7000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
941,Bubur Ayam Jamur,"Bubur tinotuan, Ayam goreng, Jamur tiram",80.0,160,8000,2000,21000.0,3100,35,51.0,0.8,13,41.0,0.13,0.7,0.0,7000,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
942,Nasi Kuning Empal Sapi,"Nasi kuning, Empal goreng",60.0,240,12000,8000,34000.0,500,30,62.0,1.1,11,41.0,0.13,0.7,0.0,9000,gurih,"dinner, lunch",makronutrien tinggi
943,Roti Panggang Pisang Coklat,"Roti putih, Pisang, Coklat",38.0,320,5000,7000,52000.0,5000,65,110.0,2.0,60,41.0,0.11,0.8,3.0,9000,manis,breakfast,vitamin C tinggi
944,Mi Goreng Sosis Ayam,"Mi kering, Sosis ayam",40.0,320,11000,10000,54000.0,1000,40,120.0,2.0,100,60.0,0.1,1.0,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
945,Bubur Ketan Hitam Kacang Merah,"Bubur ketan hitam, Kacang merah",75.0,170,5000,1000,34000.0,2000,32,52.0,0.8,16,41.0,0.1,0.6,8.0,6000,manis,breakfast,vitamin C tinggi
946,Nasi Uduk Tahu Bacem,"Nasi uduk, Tahu bacem",60.0,210,7000,6000,33000.0,500,25,50.0,0.8,13,40.0,0.13,0.6,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
947,Makaroni Panggang Ayam Suwir,"Makaroni, Ayam goreng",30.0,240,10000,7000,44000.0,2000,22,65.0,0.9,22,50.0,0.14,0.9,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
948,Roti Lapis Selai Kacang Coklat,"Roti putih, Selai kacang, Coklat",35.0,340,8000,14000,46000.0,5000,70,110.0,2.0,60,41.0,0.11,0.9,0.0,9000,manis,breakfast,makronutrien tinggi
949,Mi Rebus Bakso Ikan,"Mi basah, Bakso ikan",80.0,120,7000,2000,18000.0,1500,41,61.0,1.0,11,31.0,0.1,0.7,8.0,6500,gurih,"dinner, lunch",vitamin C tinggi
950,Bubur Sagu Santan,"Bubur sagu, Santan",75.0,160,2000,4000,36000.0,700,22,44.0,0.6,12,32.0,0.1,0.5,0.0,5000,manis,breakfast,makronutrien tinggi
951,Nasi Goreng Sosis Sapi,"Nasi, Sosis daging sapi",53.0,240,9000,10000,36000.0,400,28,60.0,1.1,11,41.0,0.13,0.7,0.0,8000,gurih,"dinner, lunch",makronutrien tinggi
952,Roti Tawar Selai Kacang,"Roti putih, Selai kacang",35.0,310,8000,12000,45000.0,5000,70,100.0,2.0,60,40.0,0.1,0.8,0.0,8000,manis,breakfast,makronutrien tinggi
953,Makaroni Tumis Sawi,"Makaroni, Sawi, Wortel",40.0,180,6000,2000,34000.0,2000,30,60.0,1.0,10,40.0,0.1,0.7,8.0,6000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
954,Nasi Uduk Telur Ceplok,"Nasi uduk, Telur ayam goreng",60.0,210,7000,8000,32000.0,500,25,50.0,0.8,12,40.0,0.13,0.6,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
955,Bubur Sumsum Ubi Ungu,"Bubur sumsum, Ubi jalar ungu",75.0,150,3000,1000,29000.0,700,21,41.0,0.6,11,31.0,0.1,0.5,0.0,5000,manis,breakfast,gizi sedang/rendah
956,Mi Goreng Sayur Sawi,"Mi kering, Sawi, Wortel",40.0,200,7000,3000,36000.0,1000,32,61.0,1.1,11,41.0,0.13,0.7,0.0,6000,gurih,"dinner, lunch",makronutrien tinggi
957,Roti Panggang Selai Nanas,"Roti putih, Selai nanas",40.0,260,6000,2000,50000.0,5000,60,100.0,2.0,50,40.0,0.1,0.8,0.0,7000,manis,breakfast,makronutrien tinggi
958,Nasi Kuning Telur Balado,"Nasi kuning, Telur ayam kampung",60.0,220,9000,6000,34000.0,500,28,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
959,Bubur Kacang Hijau Pisang,"Bubur kacang hijau, Pisang",70.0,190,5000,1000,34000.0,2000,32,52.0,0.8,16,41.0,0.1,0.6,8.0,6000,manis,breakfast,vitamin C tinggi
960,Mi Rebus Tahu Goreng,"Mi basah, Tahu goreng",80.0,120,6000,2000,18000.0,1500,40,60.0,1.0,10,30.0,0.1,0.7,8.0,6000,gurih,"dinner, lunch",vitamin C tinggi
961,Roti Panggang Telur Kornet,"Roti putih, Telur ayam goreng, Kornet sapi",40.0,260,12000,10000,32000.0,4600,36,61.0,1.1,315,91.0,0.13,0.9,0.0,8000,gurih,"breakfast, dinner, lunch",mineral tinggi
962,Nasi Goreng Ikan Asin,"Nasi, Ikan asin",53.0,210,8000,7000,36000.0,400,28,60.0,1.0,10,40.0,0.13,0.7,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
963,Bubur Ayam Kacang Panjang,"Bubur tinotuan, Ayam goreng, Kacang panjang",80.0,160,8000,2000,22000.0,3000,35,50.0,0.8,12,40.0,0.13,0.7,0.0,7000,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
964,Makaroni Telur Asin,"Makaroni, Telur asin",26.8,250,10000,7000,46000.0,2500,22,65.0,0.9,22,50.0,0.14,0.9,0.0,7000,gurih,"breakfast, dinner, lunch",makronutrien tinggi
965,Nasi Uduk Empal Sapi,"Nasi uduk, Empal goreng",60.0,230,10000,8000,32000.0,500,25,50.0,0.9,12,40.0,0.13,0.6,0.0,9000,gurih,"dinner, lunch",makronutrien tinggi
